set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Aatrox.png,Aatrox,4,850,70,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/aatrox_infernalchains.png,75/150,"['Cultist', 'Vanguard']"
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Akali.png,Akali,3,650,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.85,https://cdn.lolchess.gg/images/tft/champion-skills/akali_fivepointstrike.png,0/20,"['Ninja', 'Assassin']"
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Annie.png,Annie,2,750,40,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/annie_burstshield.png,0/65,"['Fortune', 'Mage']"
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Aurelionsol.png,Aurelion Sol,4,650,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/aurelionsol_voiceoflightning.png,0/80,"['Dragonsoul', 'Mage']"
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Azir.png,Azir,5,950,30,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.85,https://cdn.lolchess.gg/images/tft/champion-skills/azir_warlordsdivide.png,75/150,"['Warlord', 'Emperor']"
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Brand.png,Brand,1,500,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/brand_dragonfirepillar.png,0/60,"['Dragonsoul', 'Mage']"
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Braum.png,Braum,2,800,60,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/braum_unbreakable.png,30/60,"['Dragonsoul', 'Vanguard']"
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Chogath.png,Cho'Gath,4,1400,70,100,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/chogath_rupture.png,100/180,"['Fabled', 'Brawler']"
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Darius.png,Darius,3,800,60,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/darius_fortunesguillotine.png,0/50,"['Fortune', 'Slayer']"
4.5,https://cdn.lolchess.gg/images/tft/champions/set4.5/Diana.png,Diana,1,550,30,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/diana_palecascade.png,0/70,"['Spirit', 'Assassin']"
