set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
6.5,https://cdn.lolchess.gg/upload/images/champions/Ahri_1643374814.png,Ahri,4,800,30,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Ahri_1643856734.png,30/50,"['Syndicate', 'Arcanist']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Alistar_1643374823.png,Alistar,4,1400,80,90,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Alistar_1643853745.png,80/160,"['Hextech', 'Colossus']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Ashe_1643374833.png,Ashe,2,600,20,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Ashe_1643856763.png,30/60,"['Syndicate', 'Sniper']"
6.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Blitzcrank.png,Blitzcrank,2,650,45,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/upload/images/champion-skills/Blitzcrank_1643856364.png,175/175,"['Scrap', 'Bodyguard']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Brand_1643374847.png,Brand,1,500,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Brand_1643856350.png,0/20,"['Debonair', 'Arcanist']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Braum_1634784638.png,Braum,4,1100,60,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Braum_1643856320.png,120/200,"['Syndicate', 'Bodyguard']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Caitlyn_1635139772.png,Caitlyn,1,500,15,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Caitlyn_1643857091.png,0/100,"['Enforcer', 'Sniper']"
6.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Camille.png,Camille,1,700,40,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Camille_1643857036.png,0/60,"['Clockwork', 'Challenger']"
6.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Chogath.png,ChoGath,3,750,50,100,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/ChoGath_1643857025.png,100/165,"['Mutant', 'Bruiser']"
6.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Corki.png,Corki,2,650,25,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Corki_1643857120.png,25/50,"['Yordle', 'Twinshot']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Darius_1634784329.png,Darius,1,650,40,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/upload/images/champion-skills/Darius_1643856098.png,70/120,"['Syndicate', 'Bodyguard']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Draven_1643374858.png,Draven,4,800,30,85,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Draven_1643856120.png,0/40,"['Debonair', 'Challenger']"
6.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ekko.png,Ekko,3,700,40,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Ekko_1643856782.png,60/120,"['Scrap', 'Assassin']"
6.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ezreal.png,Ezreal,1,500,15,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Ezreal_1643856848.png,0/40,"['Scrap', 'Innovator']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Galio_1634784242.png,Galio,5,1300,70,110,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Galio_1643855800.png,200/300,"['Socialite', 'Bodyguard']"
6.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Gangplank.png,Gangplank,3,750,40,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Gangplank_1643855812.png,0/50,"['Mercenary', 'Twinshot']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Gnar_1643374869.png,Gnar,3,700,40,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Gnar_1643855850.png,0/80,"['Socialite', 'Striker']"
6.5,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Illaoi.png,Illaoi,1,700,40,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Illaoi_1643856896.png,40/80,"['Mercenary', 'Bruiser']"
6.5,https://cdn.lolchess.gg/upload/images/champions/Irelia_1643374879.png,Irelia,4,900,50,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Irelia_1643856835.png,0/40,"['Scrap', 'Striker']"
