set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
5.5,https://cdn.lolchess.gg/upload/images/champions/Aatrox_1657240838.png,Aatrox,1,650,35,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Aatrox_1657243675.png,30/100,"['Redeemed', 'Legionnaire']"
5.5,https://cdn.lolchess.gg/upload/images/champions/Akshan_1657240386.png,Akshan,5,800,35,80,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,1.0,https://cdn.lolchess.gg/upload/images/champion-skills/Akshan_1657243603.png,60/120,"['Sentinel', 'Ranger']"
5.5,https://cdn.lolchess.gg/upload/images/champions/Aphelios_1657240843.png,Aphelios,4,650,25,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Aphelios_1657244349.png,0/170,"['Nightbringer', 'Ranger']"
5.5,https://cdn.lolchess.gg/upload/images/champions/Ashe_1657240849.png,Ashe,3,600,20,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Ashe_1657244357.png,50/100,"['Draconic', 'Ranger']"
5.5,https://cdn.lolchess.gg/upload/images/champions/Brand_1657240784.png,Brand,2,600,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Brand_1657244214.png,0/20,"['Abomination', 'Spellweaver']"
5.5,https://cdn.lolchess.gg/upload/images/champions/Diana_1657240450.png,Diana,4,750,40,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Diana_1657243999.png,70/140,"['Nightbringer', 'Assassin']"
5.5,https://cdn.lolchess.gg/upload/images/champions/Draven_1657240487.png,Draven,4,700,30,85,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Draven_1657244046.png,0/40,"['Forgotten', 'Legionnaire']"
5.5,https://ddragon.leagueoflegends.com/cdn/11.15.1/img/champion/Fiddlesticks.png,Fiddlesticks,4,800,40,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Fiddlesticks_1657244499.png,60/120,"['Abomination', 'Mystic']"
5.5,https://cdn.lolchess.gg/upload/images/champions/Galio_1657240337.png,Galio,4,1000,60,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Galio_1657243923.png,120/180,"['Draconic', 'Knight']"
5.5,https://cdn.lolchess.gg/upload/images/champions/Garen_1657240308.png,Garen,5,1050,60,80,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Garen_1657243907.png,80/160,"['Dawnbringer', 'Knight']"
