set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Aatrox.png,Aatrox,5,1100,70,80,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Aatrox_1684813735-aatrox_r.png,0/50,"['Darkin', 'Juggernaut', 'Slayer']"
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ahri.png,Ahri,5,850,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Ahri_1684799324-icons_ahri_r.png,0/50,"['Ionia', 'Sorcerer']"
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Akshan.png,Akshan,3,700,25,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Akshan_1684799360-akshan_r.png,30/110,"['Shurima', 'Deadeye']"
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Aphelios.png,Aphelios,4,750,30,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Aphelios_1684799455-apheliosr%20(1).png,70/140,"['Targon', 'Deadeye']"
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ashe.png,Ashe,2,600,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Ashe_1684808818-ashe_w.png,20/70,"['Freljord', 'Deadeye']"
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Azir.png,Azir,4,750,30,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Azir_1684800081-azir_w.png,40/50,"['Shurima', 'Strategist']"
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Belveth.png,Bel'Veth,5,1100,50,80,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Belveth_1684826486-belvethe.belveth.png,20/70,"['Void', 'Empress']"
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Cassiopeia.png,Cassiopeia,1,500,20,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Cassiopeia_1684800365-cassiopeia_e.png,0/30,"['Noxus', 'Invoker', 'Shurima']"
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Chogath.png,Cho'Gath,1,700,30,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/upload/images/champion-skills/Chogath_1684800608-greenterror_feast.png,30/90,"['Void', 'Bruiser']"
9,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Darius.png,Darius,3,750,50,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Darius_1684800915-darius_icon_sudden_death.png,30/90,"['Noxus', 'Juggernaut']"
