set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
12,https://cdn.lolchess.gg/upload/images/champions/Ahri_1720780479-Ahri.png,Ahri,2,550,20,35,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Ahri_1720925992-icons_ahri_q.png,0/35,"['Arcana', 'Scholar']"
12,https://cdn.lolchess.gg/upload/images/champions/Akali_1720780066-Akali.png,Akali,2,700,45,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Akali_1720841683-akali_q.png,10/70,"['Pyro', 'Multistriker']"
12,https://cdn.lolchess.gg/upload/images/champions/Ashe_1720780484-Ashe.png,Ashe,1,450,15,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Ashe_1720926005-ashe_q.png,50/100,"['Eldritch', 'Multistriker']"
12,https://cdn.lolchess.gg/upload/images/champions/Bard_1720780457-Bard.png,Bard,3,700,25,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Bard_1720851430-bard_q.png,30/80,"['Sugarcraft', 'Preserver']"
12,https://cdn.lolchess.gg/upload/images/champions/Blitzcrank_1720780073-Blitzcrank.png,Blitzcrank,1,650,40,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Blitzcrank_1720841666-blitzcrankp.png,40/90,"['Honeymancy', 'Vanguard']"
12,https://cdn.lolchess.gg/upload/images/champions/Briar_1720780084-Briar.png,Briar,5,1200,60,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Briar_1720841673-briarw.png,0/80,"['Eldritch', 'Shapeshifter']"
12,https://cdn.lolchess.gg/upload/images/champions/Camille_1720780105-Camille.png,Camille,5,1200,60,85,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.9,https://cdn.lolchess.gg/upload/images/champion-skills/Camille_1720841692-camille_r.png,30/100,"['Chrono', 'Multistriker']"
12,https://cdn.lolchess.gg/upload/images/champions/Cassiopeia_1720780111-Cassiopeia.png,Cassiopeia,2,600,20,35,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Cassiopeia_1720841701-cassiopeia_e.png,0/30,"['Witchcraft', 'Incantor']"
12,https://cdn.lolchess.gg/upload/images/champions/Diana_1720780427-Diana.png,Diana,5,1200,60,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Diana_1720849659-diana_r_moonfall.png,40/120,"['Frost', 'Bastion']"
12,https://cdn.lolchess.gg/upload/images/champions/Elise_1720780117-Elise.png,Elise,1,650,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Elise_1720841710-elisespiderq.png,30/90,"['Eldritch', 'Shapeshifter']"
12,https://cdn.lolchess.gg/upload/images/champions/Ezreal_1720780124-Ezreal.png,Ezreal,3,700,25,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Ezreal_1720841718-ezreal_r.png,15/75,"['Portal', 'Blaster']"
12,https://cdn.lolchess.gg/upload/images/champions/Fiora_1720780130-Fiora.png,Fiora,4,1150,55,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,1.0,https://cdn.lolchess.gg/upload/images/champion-skills/Fiora_1720841763-fiora_w.png,70/130,"['Witchcraft', 'Warrior']"
