set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/ahri.png,Ahri,2,600,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/ahri_orbofdeception.png,0/60,"['Star Guardian', 'Sorcerer']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/annie.png,Annie,2,750,40,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/annie_galaxyshieldblast.png,70/140,"['Mech-Pilot', 'Sorcerer']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/ashe.png,Ashe,3,650,20,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png,0.85,https://cdn.lolchess.gg/images/tft/champion-skills/ashe_enchantedcrystalarrow.png,40/100,"['Celestial', 'Sniper']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/aurelionsol.png,Aurelion Sol,5,1100,55,10,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.2,https://cdn.lolchess.gg/images/tft/champion-skills/aurelionsol_mobilizethefleet.png,120/120,"['Rebel', 'Starship']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/bard.png,Bard,3,700,30,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/bard_travelerscall.png,0/90,"['Astro', 'Mystic']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/blitzcrank.png,Blitzcrank,2,650,60,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/images/tft/champion-skills/blitzcrank_rocketgrab.png,125/125,"['Chrono', 'Brawler']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/caitlyn.png,Caitlyn,1,500,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/caitlyn_aceinthehole.png,0/125,"['Chrono', 'Sniper']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/cassiopeia.png,Cassiopeia,3,750,30,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/cassiopeia_noxiousblast.png,0/25,"['Battlecast', 'Mystic']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/darius.png,Darius,2,800,40,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/darius_spacepirateguillotine.png,0/50,"['Space Pirate', 'Mana-Reaver']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/ekko.png,Ekko,5,850,30,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.9,https://cdn.lolchess.gg/images/tft/champion-skills/ekko_chronobreak.png,80/150,"['Cybernetic', 'Infiltrator']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/ezreal.png,Ezreal,3,600,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/ezreal_emp.png,30/80,"['Chrono', 'Blaster']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/fiora.png,Fiora,1,500,35,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,1.0,https://cdn.lolchess.gg/images/tft/champion-skills/fiora_reposte.png,0/85,"['Cybernetic', 'Blademaster']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/fizz.png,Fizz,4,700,25,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.85,https://cdn.lolchess.gg/images/tft/champion-skills/fizz_chumthewaters.png,50/120,"['Mech-Pilot', 'Infiltrator']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/gangplank.png,Gangplank,5,1000,30,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,1.0,https://cdn.lolchess.gg/images/tft/champion-skills/gangplank_orbitalstrike.png,70/160,"['Space Pirate', 'Demolitionist']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/gnar.png,Gnar,4,750,45,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/gnar_gnar2.png,0/120,"['Astro', 'Brawler']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/graves.png,Graves,1,650,40,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/graves_smokegrenade.png,50/80,"['Space Pirate', 'Blaster']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/illaoi.png,Illaoi,1,700,40,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/illaoi_tentaclesmash.png,40/80,"['Battlecast', 'Brawler']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/irelia.png,Irelia,4,900,50,85,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.85,https://cdn.lolchess.gg/images/tft/champion-skills/irelia_bladesurge.png,0/30,"['Cybernetic', 'Blademaster']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/janna.png,Janna,5,750,25,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/janna_howlinggale.png,20/100,"['Star Guardian', 'Paragon']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/jarvaniv.png,Jarvan IV,1,700,40,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/jarvaniv_agelessstandard.png,60/100,"['Dark Star', 'Protector']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/jayce.png,Jayce,3,800,40,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/jayce_totheskies.png,0/80,"['Space Pirate', 'Vanguard']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/jhin.png,Jhin,4,600,20,85,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png,0.85,https://cdn.lolchess.gg/images/tft/champion-skills/jhin_whisper.png,-,"['Dark Star', 'Sniper']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/jinx.png,Jinx,4,600,20,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/jinx_getexcited.png,-,"['Rebel', 'Blaster']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/karma.png,Karma,3,600,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.65,https://cdn.lolchess.gg/images/tft/champion-skills/karma_inspire.png,75/100,"['Dark Star', 'Mystic']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/kogmaw.png,KogMaw,2,550,25,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/kogmaw_barrage.png,0/30,"['Battlecast', 'Blaster']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/leona.png,Leona,1,600,45,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/images/tft/champion-skills/leona_cyberbarrier.png,50/100,"['Cybernetic', 'Vanguard']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/lucian.png,Lucian,2,500,25,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/lucian_relentlesspersuit.png,0/30,"['Cybernetic', 'Blaster']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/lulu.png,Lulu,5,800,25,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/lulu_masspolymorph.png,75/150,"['Celestial', 'Mystic']"
3.5,https://cdn.lolchess.gg/images/tft/champions/set3/malphite.png,Malphite,1,700,35,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/images/tft/champion-skills/malphite_energyshield.png,-,"['Rebel', 'Brawler']"
