set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
6,https://cdn.lolchess.gg/upload/images/champions/Akali_1634784820.png,Akali,5,850,30,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.9,https://cdn.lolchess.gg/upload/images/champion-skills/Akali_1643854716.png,0/40,"['Syndicate', 'Assassin']"
6,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Blitzcrank.png,Blitzcrank,2,650,45,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/upload/images/champion-skills/Blitzcrank_1643854444.png,175/175,"['Scrap', 'Bodyguard', 'Protector']"
6,https://cdn.lolchess.gg/upload/images/champions/Braum_1634784638.png,Braum,4,1100,60,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Braum_1643854410.png,120/200,"['Syndicate', 'Bodyguard']"
6,https://cdn.lolchess.gg/upload/images/champions/Caitlyn_1635139772.png,Caitlyn,1,500,15,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Caitlyn_1643856077.png,0/110,"['Enforcer', 'Sniper']"
6,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Camille.png,Camille,1,700,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/Camille_1643855229.png,0/60,"['Clockwork', 'Challenger']"
6,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Chogath.png,ChoGath,3,1300,50,90,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/ChoGath_1643855198.png,100/165,"['Mutant', 'Bruiser', 'Colossus']"
6,https://cdn.lolchess.gg/upload/images/champions/Darius_1634784329.png,Darius,1,650,40,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/upload/images/champion-skills/Darius_1643854041.png,70/120,"['Syndicate', 'Bodyguard']"
6,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/DrMundo.png,DrMundo,4,1000,50,80,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/upload/images/champion-skills/DrMundo_1643854226.png,75/150,"['Chemtech', 'Bruiser', 'Mutant']"
6,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ekko.png,Ekko,3,650,30,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/upload/images/champion-skills/Ekko_1643854752.png,80/120,"['Scrap', 'Assassin']"
6,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ezreal.png,Ezreal,1,500,15,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Ezreal_1643854926.png,0/40,"['Scrap', 'Innovator']"
6,https://cdn.lolchess.gg/upload/images/champions/Fiora_1634785720.png,Fiora,4,850,40,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.9,https://cdn.lolchess.gg/upload/images/champion-skills/Fiora_1643855733.png,60/140,"['Enforcer', 'Challenger']"
6,https://cdn.lolchess.gg/upload/images/champions/Galio_1634784242.png,Galio,5,1800,70,110,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Galio_1643853936.png,200/300,"['Socialite', 'Bodyguard', 'Colossus']"
6,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Gangplank.png,Gangplank,3,750,40,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Gangplank_1643853972.png,0/50,"['Mercenary', 'Twinshot']"
6,https://cdn.lolchess.gg/upload/images/champions/Garen_1634784140.png,Garen,1,650,40,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Garen_1643853896.png,50/90,"['Academy', 'Protector']"
6,https://cdn.lolchess.gg/upload/images/champions/Graves_1634784295.png,Graves,1,750,40,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Graves_1643853993.png,50/100,"['Academy', 'Twinshot']"
6,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Heimerdinger.png,Heimerdinger,3,650,35,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Heimerdinger_1643855757.png,0/50,"['Yordle', 'Innovator', 'Scholar']"
6,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Illaoi.png,Illaoi,1,700,40,70,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Illaoi_1643854955.png,40/80,"['Mercenary', 'Bruiser']"
6,https://cdn.lolchess.gg/upload/images/champions/Janna_1634785078.png,Janna,4,700,30,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/upload/images/champion-skills/Janna_1643855026.png,80/180,"['Scrap', 'Enchanter', 'Scholar']"
6,https://cdn.lolchess.gg/upload/images/champions/Jayce_1635133912.png,Jayce,5,1000,30,90,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Jayce_1643855052.png,0/60,"['Enforcer', 'Innovator', 'Transformer']"
