set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
2,https://cdn.lolchess.gg/images/tft/champions/set2/aatrox.png,Aatrox,3,800,35,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/aatrox_thedarkinblade.png,0/70,"['Light', 'Blademaster']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/amumu.png,Amumu,5,900,60,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/amumu_curseofthesadmummy.png,75/150,"['Inferno', 'Warden']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/annie.png,Annie,4,700,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/annie_summontibbers.png,0/75,"['Inferno', 'Summoner']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/ashe.png,Ashe,4,550,20,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/ashe_rangersfocus.png,0/35,"['Crystal', 'Ranger']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/azir.png,Azir,3,600,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/azir_arise.png,50/100,"['Desert', 'Summoner']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/brand.png,Brand,4,700,25,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/brand_pyroclasm.png,0/80,"['Inferno', 'Mage']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/braum.png,Braum,2,750,60,40,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/braum_unbreakable.png,0/65,"['Glacial', 'Warden']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/diana.png,Diana,1,550,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/diana_palecascade.png,0/100,"['Inferno', 'Assassin']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/drmundo.png,Dr. Mundo,3,800,35,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/drmundo_adrenalinerush.png,75/125,"['Poison', 'Berserker']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/ezreal.png,Ezreal,3,650,20,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/ezreal_mysticshot.png,0/30,"['Glacial', 'Ranger']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/ivern.png,Ivern,1,600,25,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png,0.6,https://cdn.lolchess.gg/images/tft/champion-skills/ivern_triggerseed.png,50/100,"['Woodland', 'Druid']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/janna.png,Janna,4,600,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/janna_monsoon.png,50/125,"['Wind', 'Mystic']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/jax.png,Jax,2,700,30,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/jax_counterstrike.png,50/125,"['Light', 'Berserker']"
2,https://ddragon.leagueoflegends.com/cdn/10.22.1/img/champion/Karma.png,Karma,3,600,20,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.7,https://cdn.lolchess.gg/images/tft/champion-skills/karma_dawnbringer.png,75/100,"['Lunar', 'Mystic']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/khazix.png,Khazix,4,750,25,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.8,https://cdn.lolchess.gg/images/tft/champion-skills/khazix_voidassault.png,0/40,"['Desert', 'Assassin']"
2,https://cdn.lolchess.gg/images/tft/champions/set2/kindred.png,Kindred,3,650,20,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.75,https://cdn.lolchess.gg/images/tft/champion-skills/kindred_danceofdread.png,0/35,"['Inferno', 'Ranger']"
