set,icon,name,cost,health,armor,ad,attack_range,as,skill_icon,mana,traits
5,https://cdn.lolchess.gg/upload/images/champions/Aatrox_1657238385.png,Aatrox,1,650,30,60,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Aatrox_1657245217.png,0/70,"['Redeemed', 'Legionnaire']"
5,https://cdn.lolchess.gg/upload/images/champions/Aphelios_1657238453.png,Aphelios,4,650,25,75,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.85,https://cdn.lolchess.gg/upload/images/champion-skills/Aphelios_1657245226.png,0/90,"['Nightbringer', 'Ranger']"
5,https://cdn.lolchess.gg/upload/images/champions/Ashe_1657238461.png,Ashe,3,550,20,65,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Ashe_1657245234.png,50/90,"['Draconic', 'Ranger', 'Verdant']"
5,https://cdn.lolchess.gg/upload/images/champions/Brand_1657238470.png,Brand,2,600,20,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Brand_1657245031.png,0/20,"['Abomination', 'Spellweaver']"
5,https://cdn.lolchess.gg/upload/images/champions/Darius_1657238480.png,Darius,5,1050,60,90,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Darius_1657244754.png,40/100,"['Nightbringer', 'God-King', 'Knight']"
5,https://cdn.lolchess.gg/upload/images/champions/Diana_1657238490.png,Diana,4,650,40,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.65,https://cdn.lolchess.gg/upload/images/champion-skills/Diana_1657244765.png,80/160,"['Dragonslayer', 'Assassin', 'Nightbringer']"
5,https://cdn.lolchess.gg/upload/images/champions/Draven_1657238496.png,Draven,4,700,30,90,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Draven_1657244784.png,0/40,"['Forgotten', 'Legionnaire']"
5,https://cdn.lolchess.gg/upload/images/champions/Garen_1657238503.png,Garen,5,1050,60,80,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Garen_1657244671.png,40/100,"['Dawnbringer', 'God-King', 'Knight']"
5,https://cdn.lolchess.gg/upload/images/champions/Gragas_1657238527.png,Gragas,1,750,40,50,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.5,https://cdn.lolchess.gg/upload/images/champion-skills/Gragas_1657244684.png,40/70,"['Dawnbringer', 'Brawler']"
5,https://ddragon.leagueoflegends.com/cdn/14.21.1/img/champion/Hecarim.png,Hecarim,2,750,45,55,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png,0.55,https://cdn.lolchess.gg/upload/images/champion-skills/Hecarim_1657245493.png,40/90,"['Forgotten', 'Cavalier']"
5,https://cdn.lolchess.gg/upload/images/champions/Heimerdinger_1657238535.png,Heimerdinger,5,800,30,45,https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png,0.75,https://cdn.lolchess.gg/upload/images/champion-skills/Heimerdinger_1657245483.png,0/140,"['Draconic', 'Caretaker', 'Renewer']"
