"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set4/aatrox","https://cdn.lolchess.gg/images/tft/champions/set4/Aatrox.png","Aatrox","4","Cultist","Vanguard","900","70","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/aatrox_infernalchains.png","75/150"
"https://lolchess.gg/champions/set4/ahri","https://cdn.lolchess.gg/images/tft/champions/set4/Ahri.png","Ahri","4","Spirit","Mage","600","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/ahri_spiritbomb.png","0/75"
"https://lolchess.gg/champions/set4/akali","https://cdn.lolchess.gg/images/tft/champions/set4/Akali.png","Akali","3","Ninja","Assassin","650","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/images/tft/champion-skills/akali_fivepointstrike.png","0/20"
"https://lolchess.gg/champions/set4/annie","https://cdn.lolchess.gg/images/tft/champions/set4/Annie.png","Annie","2","Fortune","Mage","750","40","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/annie_burstshield.png","0/65"
"https://lolchess.gg/champions/set4/aphelios","https://cdn.lolchess.gg/images/tft/champions/set4/Aphelios.png","Aphelios","2","Moonlight","Hunter","500","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/aphelios_sentryturret.png","50/80"
"https://lolchess.gg/champions/set4/ashe","https://cdn.lolchess.gg/images/tft/champions/set4/Ashe.png","Ashe","4","Elderwood","Hunter","600","20","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/ashe_huntersfocus.png","0/30"
"https://lolchess.gg/champions/set4/azir","https://cdn.lolchess.gg/images/tft/champions/set4/Azir.png","Azir","5","Warlord","Emperor","950","30","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.85","https://cdn.lolchess.gg/images/tft/champion-skills/azir_warlordsdivide.png","75/150"
"https://lolchess.gg/champions/set4/cassiopeia","https://cdn.lolchess.gg/images/tft/champions/set4/Cassiopeia.png","Cassiopeia","4","Dusk","Mystic","750","30","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/cassiopeia_petrifyinggaze.png","80/150"
"https://lolchess.gg/champions/set4/diana","https://cdn.lolchess.gg/images/tft/champions/set4/Diana.png","Diana","1","Moonlight","Assassin","500","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/diana_palecascade.png","0/70"
"https://lolchess.gg/champions/set4/elise","https://cdn.lolchess.gg/images/tft/champions/set4/Elise.png","Elise","1","Cultist","Keeper","600","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/elise_spiderform.png","0/75"
