"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set3.5/ahri","https://cdn.lolchess.gg/images/tft/champions/set3/ahri.png","Ahri","2","Star Guardian","Sorcerer","600","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/ahri_orbofdeception.png","0/60"
"https://lolchess.gg/champions/set3.5/annie","https://cdn.lolchess.gg/images/tft/champions/set3/annie.png","Annie","2","Mech-Pilot","Sorcerer","750","40","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/annie_galaxyshieldblast.png","70/140"
"https://lolchess.gg/champions/set3.5/ashe","https://cdn.lolchess.gg/images/tft/champions/set3/ashe.png","Ashe","3","Celestial","Sniper","650","20","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png","0.85","https://cdn.lolchess.gg/images/tft/champion-skills/ashe_enchantedcrystalarrow.png","40/100"
"https://lolchess.gg/champions/set3.5/aurelionsol","https://cdn.lolchess.gg/images/tft/champions/set3/aurelionsol.png","Aurelion Sol","5","Rebel","Starship","1100","55","10","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.20","https://cdn.lolchess.gg/images/tft/champion-skills/aurelionsol_mobilizethefleet.png","120/120"
"https://lolchess.gg/champions/set3.5/bard","https://cdn.lolchess.gg/images/tft/champions/set3/bard.png","Bard","3","Astro","Mystic","700","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/bard_travelerscall.png","0/90"
"https://lolchess.gg/champions/set3.5/blitzcrank","https://cdn.lolchess.gg/images/tft/champions/set3/blitzcrank.png","Blitzcrank","2","Chrono","Brawler","650","60","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/images/tft/champion-skills/blitzcrank_rocketgrab.png","125/125"
"https://lolchess.gg/champions/set3.5/caitlyn","https://cdn.lolchess.gg/images/tft/champions/set3/caitlyn.png","Caitlyn","1","Chrono","Sniper","500","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance305.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/caitlyn_aceinthehole.png","0/125"
"https://lolchess.gg/champions/set3.5/cassiopeia","https://cdn.lolchess.gg/images/tft/champions/set3/cassiopeia.png","Cassiopeia","3","Battlecast","Mystic","750","30","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/cassiopeia_noxiousblast.png","0/25"
"https://lolchess.gg/champions/set3.5/darius","https://cdn.lolchess.gg/images/tft/champions/set3/darius.png","Darius","2","Space Pirate","Mana-Reaver","800","40","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/darius_spacepirateguillotine.png","0/50"
"https://lolchess.gg/champions/set3.5/ekko","https://cdn.lolchess.gg/images/tft/champions/set3/ekko.png","Ekko","5","Cybernetic","Infiltrator","850","30","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/images/tft/champion-skills/ekko_chronobreak.png","80/150"
