"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set12/ahri","https://cdn.lolchess.gg/upload/images/champions/Ahri_1720780479-Ahri.png","Ahri","2","Arcana","Scholar","550","20","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Ahri_1720925992-icons_ahri_q.png","0/35"
"https://lolchess.gg/champions/set12/akali","https://cdn.lolchess.gg/upload/images/champions/Akali_1720780066-Akali.png","Akali","2","Pyro","Multistriker","700","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Akali_1720841683-akali_q.png","10/70"
"https://lolchess.gg/champions/set12/ashe","https://cdn.lolchess.gg/upload/images/champions/Ashe_1720780484-Ashe.png","Ashe","1","Eldritch","Multistriker","450","15","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Ashe_1720926005-ashe_q.png","50/100"
"https://lolchess.gg/champions/set12/bard","https://cdn.lolchess.gg/upload/images/champions/Bard_1720780457-Bard.png","Bard","3","Sugarcraft","Preserver","700","25","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Bard_1720851430-bard_q.png","30/80"
"https://lolchess.gg/champions/set12/blitzcrank","https://cdn.lolchess.gg/upload/images/champions/Blitzcrank_1720780073-Blitzcrank.png","Blitzcrank","1","Honeymancy","Vanguard","650","40","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/Blitzcrank_1720841666-blitzcrankp.png","40/90"
"https://lolchess.gg/champions/set12/briar","https://cdn.lolchess.gg/upload/images/champions/Briar_1720780084-Briar.png","Briar","5","Eldritch","Shapeshifter","1200","60","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Briar_1720841673-briarw.png","0/80"
"https://lolchess.gg/champions/set12/camille","https://cdn.lolchess.gg/upload/images/champions/Camille_1720780105-Camille.png","Camille","5","Chrono","Multistriker","1200","60","85","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.90","https://cdn.lolchess.gg/upload/images/champion-skills/Camille_1720841692-camille_r.png","30/100"
"https://lolchess.gg/champions/set12/cassiopeia","https://cdn.lolchess.gg/upload/images/champions/Cassiopeia_1720780111-Cassiopeia.png","Cassiopeia","2","Witchcraft","Incantor","600","20","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Cassiopeia_1720841701-cassiopeia_e.png","0/30"
"https://lolchess.gg/champions/set12/diana","https://cdn.lolchess.gg/upload/images/champions/Diana_1720780427-Diana.png","Diana","5","Frost","Bastion","1200","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Diana_1720849659-diana_r_moonfall.png","40/120"
"https://lolchess.gg/champions/set12/elise","https://cdn.lolchess.gg/upload/images/champions/Elise_1720780117-Elise.png","Elise","1","Eldritch","Shapeshifter","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Elise_1720841710-elisespiderq.png","30/90"
"https://lolchess.gg/champions/set12/ezreal","https://cdn.lolchess.gg/upload/images/champions/Ezreal_1720780124-Ezreal.png","Ezreal","3","Portal","Blaster","700","25","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Ezreal_1720841718-ezreal_r.png","15/75"
"https://lolchess.gg/champions/set12/fiora","https://cdn.lolchess.gg/upload/images/champions/Fiora_1720780130-Fiora.png","Fiora","4","Witchcraft","Warrior","1150","55","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","1.00","https://cdn.lolchess.gg/upload/images/champion-skills/Fiora_1720841763-fiora_w.png","70/130"
"https://lolchess.gg/champions/set12/galio","https://cdn.lolchess.gg/upload/images/champions/Galio_1720780407-Galio.png","Galio","2","Portal","Mage","750","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Galio_1720849464-galio_q.png","30/90"
"https://lolchess.gg/champions/set12/gwen","https://cdn.lolchess.gg/upload/images/champions/Gwen_1720780135-Gwen.png","Gwen","4","Sugarcraft","Warrior","1100","50","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Gwen_1720841770-gwen_q.png","0/30"
"https://lolchess.gg/champions/set12/hecarim","https://cdn.lolchess.gg/upload/images/champions/Hecarim_1720780143-Hecarim.png","Hecarim","3","Arcana","Bastion","850","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Hecarim_1720841778-hecarim_rampage.png","0/40"
"https://lolchess.gg/champions/set12/hwei","https://cdn.lolchess.gg/upload/images/champions/Hwei_1720780525-Hwei.png","Hwei","3","Frost","Blaster","650","25","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Hwei_1720851401-hweiqw.png","0/40"
"https://lolchess.gg/champions/set12/jax","https://cdn.lolchess.gg/upload/images/champions/Jax_1720780495-Jax.png","Jax","1","Chrono","Multistriker","650","45","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Jax_1720851233-jaxe.png","20/60"
"https://lolchess.gg/champions/set12/jayce","https://cdn.lolchess.gg/upload/images/champions/Jayce_1720780149-Jayce.png","Jayce","1","Portal","Shapeshifter","600","30","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Jayce_1720841784-jayceq_melee.png","0/60"
"https://lolchess.gg/champions/set12/jinx","https://cdn.lolchess.gg/upload/images/champions/Jinx_1720780159-Jinx.png","Jinx","3","Sugarcraft","Hunter","650","25","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Jinx_1720841810-jinx_q1.png","0/50"
"https://lolchess.gg/champions/set12/kalista","https://cdn.lolchess.gg/upload/images/champions/Kalista_1720780170-Kalista.png","Kalista","4","Faerie","Multistriker","850","30","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Kalista_1720841818-kalista_e.png","0/70"
"https://lolchess.gg/champions/set12/karma","https://cdn.lolchess.gg/upload/images/champions/Karma_1720780178-Karma.png","Karma","4","Chrono","Incantor","850","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Karma_1720839608-zilean_e.png","0/30"
"https://lolchess.gg/champions/set12/kassadin","https://cdn.lolchess.gg/upload/images/champions/Kassadin_1720780183-Kassadin.png","Kassadin","2","Portal","Multistriker","700","45","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Kassadin_1720841857-kassadin_w.png","30/70"
"https://lolchess.gg/champions/set12/katarina","https://cdn.lolchess.gg/upload/images/champions/Katarina_1720780190-Katarina.png","Katarina","3","Faerie","Warrior","800","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Katarina_1720841909-katarina_r.png","10/70"
"https://lolchess.gg/champions/set12/kogmaw","https://cdn.lolchess.gg/upload/images/champions/KogMaw_1720780509-KogMaw.png","Kog'Maw","2","Honeymancy","Hunter","550","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/KogMaw_1720852692-kogmaw_voidooze.png","15/75"
"https://lolchess.gg/champions/set12/lillia","https://cdn.lolchess.gg/upload/images/champions/Lillia_1720780438-Lillia.png","Lillia","1","Faerie","Bastion","650","40","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Lillia_1720850403-lillia_icon_q.png","40/100"
"https://lolchess.gg/champions/set12/milio","https://cdn.lolchess.gg/upload/images/champions/Milio_1720780195-Milio.png","Milio","5","Faerie","Scholar","900","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Milio_1720841062-milio_p.png","0/90"
"https://lolchess.gg/champions/set12/mordekaiser","https://cdn.lolchess.gg/upload/images/champions/Mordekaiser_1720780201-Mordekaiser.png","Mordekaiser","3","Eldritch","Vanguard","850","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Mordekaiser_1720841921-mordekaiserq.png","0/40"
"https://lolchess.gg/champions/set12/morgana","https://cdn.lolchess.gg/upload/images/champions/Morgana_1720780446-Morgana.png","Morgana","5","Witchcraft","Bat Queen","1100","60","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Morgana_1720850445-fallenangel_purgatory.png","40/110"
"https://lolchess.gg/champions/set12/nami","https://cdn.lolchess.gg/upload/images/champions/Nami_1720780207-Nami.png","Nami","4","Eldritch","Mage","850","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Nami_1720841559-namir.png","0/50"
"https://lolchess.gg/champions/set12/nasus","https://cdn.lolchess.gg/upload/images/champions/Nasus_1720780215-Nasus.png","Nasus","4","Pyro","Shapeshifter","1100","60","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Nasus_1720842276-nasus_r.png","0/80"
"https://lolchess.gg/champions/set12/neeko","https://cdn.lolchess.gg/upload/images/champions/Neeko_1720780421-Neeko.png","Neeko","3","Witchcraft","Shapeshifter","900","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Neeko_1720849621-neeko_w2.png","50/125"
"https://lolchess.gg/champions/set12/nilah","https://cdn.lolchess.gg/upload/images/champions/Nilah_1720780222-Nilah.png","Nilah","2","Eldritch","Warrior","700","35","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Nilah_1720842371-nilahq.png","0/60"
"https://lolchess.gg/champions/set12/nomsy","https://cdn.lolchess.gg/upload/images/champions/Nomsy_1720780038-Nomsy.png","Nomsy","1","Dragon","Hunter","500","15","46","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Nomsy_1720842733-annie_w.png","10/50"
"https://lolchess.gg/champions/set12/norrayuumi","https://cdn.lolchess.gg/upload/images/champions/NorraYuumi_1720780047-Norra.png","Norra","5","Portal","Best Friends","900","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/NorraYuumi_1720936952-norra.JPG","30/80"
"https://lolchess.gg/champions/set12/nunu","https://cdn.lolchess.gg/upload/images/champions/Nunu_1720780229-Nunu.png","Nunu","2","Honeymancy","Bastion","800","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Nunu_1720843320-nunuq.png","25/75"
"https://lolchess.gg/champions/set12/olaf","https://cdn.lolchess.gg/upload/images/champions/Olaf_1720780234-Olaf.png","Olaf","4","Frost","Hunter","1150","60","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Olaf_1720843309-olafr.png","0/50"
"https://lolchess.gg/champions/set12/poppy","https://cdn.lolchess.gg/upload/images/champions/Poppy_1720780240-Poppy.png","Poppy","1","Witchcraft","Bastion","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Poppy_1720843740-poppy_q.png","30/80"
"https://lolchess.gg/champions/set12/rakan","https://cdn.lolchess.gg/upload/images/champions/Rakan_1720780431-Rakan.png","Rakan","4","Faerie","Preserver","1050","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Rakan_1720850002-rakan_q.png","40/120"
"https://lolchess.gg/champions/set12/rumble","https://cdn.lolchess.gg/upload/images/champions/Rumble_1720780247-Rumble.png","Rumble","2","Sugarcraft","Blaster","800","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Rumble_1720843933-rumble_flamespitter.png","20/60"
"https://lolchess.gg/champions/set12/ryze","https://cdn.lolchess.gg/upload/images/champions/Ryze_1720780252-Ryze.png","Ryze","4","Portal","Scholar","850","30","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Ryze_1720844174-ryze_r.png","15/90"
"https://lolchess.gg/champions/set12/seraphine","https://cdn.lolchess.gg/upload/images/champions/Seraphine_1720780257-Seraphine.png","Seraphine","1","Faerie","Mage","500","15","25","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Seraphine_1720844196-seraphine_e1.png","10/50"
"https://lolchess.gg/champions/set12/shen","https://cdn.lolchess.gg/upload/images/champions/Shen_1720780468-Shen.png","Shen","3","Pyro","Bastion","850","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Shen_1720851421-ornnq.png","50/120"
"https://lolchess.gg/champions/set12/shyvana","https://cdn.lolchess.gg/upload/images/champions/Shyvana_1720780262-Shyvana.png","Shyvana","2","Dragon","Shapeshifter","750","45","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Shyvana_1720844618-shyvanadragonsdescent.png","0/70"
"https://lolchess.gg/champions/set12/smolder","https://cdn.lolchess.gg/upload/images/champions/Smolder_1720780268-Smolder.png","Smolder","5","Dragon","Blaster","1000","50","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance308.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Smolder_1720841797-icons_smolder_e.png","0/40"
"https://lolchess.gg/champions/set12/soraka","https://cdn.lolchess.gg/upload/images/champions/Soraka_1720780462-Soraka.png","Soraka","1","Sugarcraft","Mage","450","15","30","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Soraka_1720850674-soraka_q.png","20/60"
"https://lolchess.gg/champions/set12/swain","https://cdn.lolchess.gg/upload/images/champions/Swain_1720780273-Swain.png","Swain","3","Frost","Shapeshifter","900","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/upload/images/champion-skills/Swain_1720845969-swain_r.png","70/140"
"https://lolchess.gg/champions/set12/syndra","https://cdn.lolchess.gg/upload/images/champions/Syndra_1720780473-Syndra.png","Syndra","2","Eldritch","Incantor","550","20","35","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Syndra_1720851449-syndrapassive.png","0/60"
"https://lolchess.gg/champions/set12/tahmkench","https://cdn.lolchess.gg/upload/images/champions/TahmKench_1720780514-TahmKench.png","Tahm Kench","4","Arcana","Vanguard","1100","60","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/upload/images/champion-skills/TahmKench_1720852766-tahmkenchw.png","80/180"
