"set","icon","name","cost","origin","class","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set2/aatrox","https://cdn.lolchess.gg/images/tft/champions/set2/aatrox.png","Aatrox","3","Light","Blademaster","800","35","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/aatrox_thedarkinblade.png","0/70"
"https://lolchess.gg/champions/set2/amumu","https://cdn.lolchess.gg/images/tft/champions/set2/amumu.png","Amumu","5","Inferno","Warden","900","60","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/amumu_curseofthesadmummy.png","75/150"
"https://lolchess.gg/champions/set2/annie","https://cdn.lolchess.gg/images/tft/champions/set2/annie.png","Annie","4","Inferno","Summoner","700","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/annie_summontibbers.png","0/75"
"https://lolchess.gg/champions/set2/ashe","https://cdn.lolchess.gg/images/tft/champions/set2/ashe.png","Ashe","4","Crystal","Ranger","550","20","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/ashe_rangersfocus.png","0/35"
"https://lolchess.gg/champions/set2/azir","https://cdn.lolchess.gg/images/tft/champions/set2/azir.png","Azir","3","Desert","Summoner","600","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/azir_arise.png","50/100"
"https://lolchess.gg/champions/set2/brand","https://cdn.lolchess.gg/images/tft/champions/set2/brand.png","Brand","4","Inferno","Mage","700","25","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/brand_pyroclasm.png","0/80"
"https://lolchess.gg/champions/set2/braum","https://cdn.lolchess.gg/images/tft/champions/set2/braum.png","Braum","2","Glacial","Warden","750","60","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/braum_unbreakable.png","0/65"
"https://lolchess.gg/champions/set2/diana","https://cdn.lolchess.gg/images/tft/champions/set2/diana.png","Diana","1","Inferno","Assassin","550","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/diana_palecascade.png","0/100"
"https://lolchess.gg/champions/set2/drmundo","https://cdn.lolchess.gg/images/tft/champions/set2/drmundo.png","Dr. Mundo","3","Poison","Berserker","800","35","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/drmundo_adrenalinerush.png","75/125"
"https://lolchess.gg/champions/set2/ezreal","https://cdn.lolchess.gg/images/tft/champions/set2/ezreal.png","Ezreal","3","Glacial","Ranger","650","20","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/ezreal_mysticshot.png","0/30"
"https://lolchess.gg/champions/set2/ivern","https://cdn.lolchess.gg/images/tft/champions/set2/ivern.png","Ivern","1","Woodland","Druid","600","25","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/ivern_triggerseed.png","50/100"
"https://lolchess.gg/champions/set2/janna","https://cdn.lolchess.gg/images/tft/champions/set2/janna.png","Janna","4","Wind","Mystic","600","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/janna_monsoon.png","50/125"
"https://lolchess.gg/champions/set2/jax","https://cdn.lolchess.gg/images/tft/champions/set2/jax.png","Jax","2","Light","Berserker","700","30","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/jax_counterstrike.png","50/125"
"https://lolchess.gg/champions/set2/karma","https://ddragon.leagueoflegends.com/cdn/10.22.1/img/champion/Karma.png","Karma","3","Lunar","Mystic","600","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/karma_dawnbringer.png","75/100"
"https://lolchess.gg/champions/set2/khazix","https://cdn.lolchess.gg/images/tft/champions/set2/khazix.png","Khazix","4","Desert","Assassin","750","25","75","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/khazix_voidassault.png","0/40"
"https://lolchess.gg/champions/set2/kindred","https://cdn.lolchess.gg/images/tft/champions/set2/kindred.png","Kindred","3","Inferno","Ranger","650","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/kindred_danceofdread.png","0/35"
"https://lolchess.gg/champions/set2/kogmaw","https://cdn.lolchess.gg/images/tft/champions/set2/kogmaw.png","Kog'Maw","1","Poison","Predator","500","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/kogmaw_livingartillery.png","0/40"
"https://lolchess.gg/champions/set2/leblanc","https://cdn.lolchess.gg/images/tft/champions/set2/leblanc.png","LeBlanc","2","Woodland","Assassin","550","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/leblanc_etherealchains.png","50/80"
"https://lolchess.gg/champions/set2/leona","https://ddragon.leagueoflegends.com/cdn/10.22.1/img/champion/Leona.png","Leona","1","Lunar","Warden","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/leona_lunareclipse.png","50/100"
"https://lolchess.gg/champions/set2/lucian","https://cdn.lolchess.gg/images/tft/champions/set2/lucian.png","Lucian","4","Light","Soulbound","550","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/lucian_theculling.png","0/50"
"https://lolchess.gg/champions/set2/lux","https://cdn.lolchess.gg/images/tft/champions/set2/lux.png","Lux","7","Crystal","Avatar","850","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.85","https://cdn.lolchess.gg/images/tft/champion-skills/lux_finalspark.png","0/80"
"https://lolchess.gg/champions/set2/malphite","https://cdn.lolchess.gg/images/tft/champions/set2/malphite.png","Malphite","4","Mountain","Warden","850","50","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/malphite_unstoppableforce.png","50/150"
"https://lolchess.gg/champions/set2/malzahar","https://cdn.lolchess.gg/images/tft/champions/set2/malzahar.png","Malzahar","2","Shadow","Summoner","550","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.65","https://cdn.lolchess.gg/images/tft/champion-skills/malzahar_voidswarm.png","75/125"
"https://lolchess.gg/champions/set2/maokai","https://cdn.lolchess.gg/images/tft/champions/set2/maokai.png","Maokai","1","Woodland","Druid","650","35","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/images/tft/champion-skills/maokai_sapmagic.png","-"
"https://lolchess.gg/champions/set2/masteryi","https://cdn.lolchess.gg/images/tft/champions/set2/masteryi.png","Master Yi","5","Shadow","Blademaster","850","30","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","1.10","https://cdn.lolchess.gg/images/tft/champion-skills/masteryi_meditate.png","100/150"
"https://lolchess.gg/champions/set2/nami","https://cdn.lolchess.gg/images/tft/champions/set2/nami.png","Nami","5","Ocean","Mystic","750","25","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/images/tft/champion-skills/nami_tidalwave.png","50/125"
"https://lolchess.gg/champions/set2/nasus","https://cdn.lolchess.gg/images/tft/champions/set2/nasus.png","Nasus","1","Light","Warden","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/nasus_furyofthedawn.png","0/100"
"https://lolchess.gg/champions/set2/nautilus","https://cdn.lolchess.gg/images/tft/champions/set2/nautilus.png","Nautilus","3","Ocean","Warden","850","40","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.60","https://cdn.lolchess.gg/images/tft/champion-skills/nautilus_depthcharge.png","50/125"
"https://lolchess.gg/champions/set2/neeko","https://cdn.lolchess.gg/images/tft/champions/set2/neeko.png","Neeko","2","Woodland","Druid","500","20","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/images/tft/champion-skills/neeko_bloomingburst.png","0/60"
"https://lolchess.gg/champions/set2/nocturne","https://cdn.lolchess.gg/images/tft/champions/set2/nocturne.png","Nocturne","3","Steel","Assassin","650","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/nocturne_steelblades.png","-"
"https://lolchess.gg/champions/set2/olaf","https://cdn.lolchess.gg/images/tft/champions/set2/olaf.png","Olaf","4","Glacial","Berserker","850","35","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/images/tft/champion-skills/olaf_ragnarok.png","0/90"
"https://lolchess.gg/champions/set2/ornn","https://cdn.lolchess.gg/images/tft/champions/set2/ornn.png","Ornn","1","Electric","Warden","650","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.55","https://cdn.lolchess.gg/images/tft/champion-skills/ornn_electrifyingbreath.png","0/75"
