"set","icon","name","cost","origin","class","class_extra","health","armor","ad","attack_range","as","skill_icon","mana"
"https://lolchess.gg/champions/set9/aatrox","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Aatrox.png","Aatrox","5","Darkin","Juggernaut","Slayer","1100","70","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Aatrox_1684813735-aatrox_r.png","0/50"
"https://lolchess.gg/champions/set9/ahri","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ahri.png","Ahri","5","Ionia","Sorcerer","","850","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Ahri_1684799324-icons_ahri_r.png","0/50"
"https://lolchess.gg/champions/set9/akshan","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Akshan.png","Akshan","3","Shurima","Deadeye","","700","25","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Akshan_1684799360-akshan_r.png","30/110"
"https://lolchess.gg/champions/set9/aphelios","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Aphelios.png","Aphelios","4","Targon","Deadeye","","750","30","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Aphelios_1684799455-apheliosr%20(1).png","70/140"
"https://lolchess.gg/champions/set9/ashe","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ashe.png","Ashe","2","Freljord","Deadeye","","600","20","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Ashe_1684808818-ashe_w.png","20/70"
"https://lolchess.gg/champions/set9/azir","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Azir.png","Azir","4","Shurima","Strategist","","750","30","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Azir_1684800081-azir_w.png","40/50"
"https://lolchess.gg/champions/set9/belveth","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Belveth.png","Bel'Veth","5","Void","Empress","","1100","50","80","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Belveth_1684826486-belvethe.belveth.png","20/70"
"https://lolchess.gg/champions/set9/cassiopeia","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Cassiopeia.png","Cassiopeia","1","Noxus","Invoker","Shurima","500","20","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Cassiopeia_1684800365-cassiopeia_e.png","0/30"
"https://lolchess.gg/champions/set9/chogath","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Chogath.png","Cho'Gath","1","Void","Bruiser","","700","30","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/upload/images/champion-skills/Chogath_1684800608-greenterror_feast.png","30/90"
"https://lolchess.gg/champions/set9/darius","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Darius.png","Darius","3","Noxus","Juggernaut","","750","50","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Darius_1684800915-darius_icon_sudden_death.png","30/90"
"https://lolchess.gg/champions/set9/ekko","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Ekko.png","Ekko","3","Piltover","Rogue","Zaun","800","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Ekko_1684809487-ekko_e.png","0/45"
"https://lolchess.gg/champions/set9/galio","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Galio.png","Galio","2","Demacia","Invoker","","800","45","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.50","https://cdn.lolchess.gg/upload/images/champion-skills/Galio_1684801108-galio_w.png","60/120"
"https://lolchess.gg/champions/set9/garen","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Garen.png","Garen","3","Demacia","Juggernaut","","850","45","70","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Garen_1684809731-garen_e1.png","0/80"
"https://lolchess.gg/champions/set9/gwen","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Gwen.png","Gwen","4","Shadow Isles","Slayer","","1000","50","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance302.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Gwen_1684801386-gwen_e.png","0/35"
"https://lolchess.gg/champions/set9/heimerdinger","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Heimerdinger.png","Heimerdinger","5","Piltover","Technogenius","Yordle","750","30","40","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Heimerdinger_1684809913-heimerdinger_e1.png","80/160"
"https://lolchess.gg/champions/set9/irelia","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Irelia.png","Irelia","1","Ionia","Challenger","","700","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/Irelia_1684810190-irelia_passive.png","40/80"
"https://lolchess.gg/champions/set9/jarvaniv","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/JarvanIV.png","Jarvan IV","4","Demacia","Strategist","","1000","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.65","https://cdn.lolchess.gg/upload/images/champion-skills/JarvanIV_1684810421-jarvaniv_cataclysm.png","100/180"
"https://lolchess.gg/champions/set9/jayce","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Jayce.png","Jayce","3","Piltover","Gunner","","700","25","65","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Jayce_1684810615-jayce_shotblast.png","40/120"
"https://lolchess.gg/champions/set9/jhin","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Jhin.png","Jhin","1","Ionia","Deadeye","","504","14","54","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance303.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Jhin_1684810803-jhin_r.png","44/144"
"https://lolchess.gg/champions/set9/jinx","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Jinx.png","Jinx","2","Zaun","Gunner","","600","20","55","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Jinx_1684811073-jinx_q1.png","0/75"
"https://lolchess.gg/champions/set9/ksante","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/KSante.png","K'Sante","5","Shurima","Bastion","","1000","60","60","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/KSante_1684817427-icons_ksante_r2.png","0/60"
"https://lolchess.gg/champions/set9/kaisa","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kaisa.png","Kai'Sa","4","Void","Challenger","","850","35","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.80","https://cdn.lolchess.gg/upload/images/champion-skills/Kaisa_1684811845-kaisa_q.png","30/125"
"https://lolchess.gg/champions/set9/kalista","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kalista.png","Kalista","3","Shadow Isles","Challenger","","650","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.85","https://cdn.lolchess.gg/upload/images/champion-skills/Kalista_1684812086-kalista_e.png","0/80"
"https://lolchess.gg/champions/set9/karma","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Karma.png","Karma","3","Ionia","Invoker","","700","25","45","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance304.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Karma_1684812344-karma_q1.png","0/50"
"https://lolchess.gg/champions/set9/kassadin","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Kassadin.png","Kassadin","2","Void","Bastion","","800","45","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.70","https://cdn.lolchess.gg/upload/images/champion-skills/Kassadin_1684812562-kassadin_e.png","50/100"
"https://lolchess.gg/champions/set9/katarina","https://ddragon.leagueoflegends.com/cdn/14.19.1/img/champion/Katarina.png","Katarina","3","Noxus","Rogue","","800","40","50","https://cdn.dak.gg/tft/images2/tft/attack-distance/ico_attack_distance301.png","0.75","https://cdn.lolchess.gg/upload/images/champion-skills/Katarina_1684812843-katarina_w.png","20/80"
